player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Raynn-Netherwind,6/14/20,21:48:55,1592189335-7,[Draconic Maul],19358,item:19358::::::::60,Minor Upgrade,4,DRUID,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:17105:2505:::::::60:::::::|h[Aurastone Hammer]|h|r,|cff0070dd|Hitem:18523::::::::60:::1::::|h[Brightly Glowing Stone]|h|r,3,false,Two-Handed Maces,Two-Hand,for cat as an off spec. if no one needs,Wiggly-Netherwind
Raynn-Netherwind,6/21/20,05:19:51,1592734791-18,[Recipe: Major Rejuvenation Potion],18257,item:18257::::::::60,Best Available,0,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,,,1,false,Alchemy,,,Shazzrah
Raynn-Netherwind,7/06/20,02:31:37,1594020697-15,[Cauterizing Band],19140,item:19140::::::::60,Best Available,4,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:13178::::::::60:::1::::|h[Rosewine Circle]|h|r,|cff0070dd|Hitem:16058::::::::60:::11::::|h[Fordring's Seal]|h|r,1,false,Miscellaneous,Finger,,Majordomo Executus
Raynn-Netherwind,8/14/20,02:51:11,1597391471-10,[Head of the Broodlord Lashlayer],20383,item:20383::::::::60,Best Available,6,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,,,1,false,Quest,,,Wiggly-Netherwind
Raynn-Netherwind,8/14/20,03:34:59,1597394099-16,[Empowered Leggings],19385,item:19385::::::::60,Best Available,8,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16901:2591:::::::60:::::::|h[Stormrage Legguards]|h|r,,1,false,Cloth,Legs,,Chromaggus
Raynn-Netherwind,8/31/20,01:18:46,1598854726-12,[Ring of the Martyr],21620,item:21620::::::::60,Best Available,7,DRUID,Temple of Ahn'Qiraj-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:19140::::::::60:::::::|h[Cauterizing Band]|h|r,|cff0070dd|Hitem:16058::::::::60:::11::::|h[Fordring's Seal]|h|r,1,false,Miscellaneous,Finger,,Princess Huhuran
Raynn-Netherwind,9/13/20,21:11:51,1600049511-0,[Blue Qiraji Resonating Crystal],21218,item:21218::::::::60,Best Available,0,DRUID,Temple of Ahn'Qiraj-40 Player,Unknown,9,531,40,,,1,false,Junk,,,Raynn-Netherwind
Raynn-Netherwind,9/13/20,23:53:55,1600059235-19,[Bracelets of Royal Redemption],21604,item:21604::::::::60,Best Available,8,DRUID,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:16904:2566:::::::60:::::::|h[Stormrage Bracers]|h|r,,1,false,Cloth,Wrist,I would take last. even though its BIS,Twin Emperors
Raynn-Netherwind,9/18/20,04:17:34,1600420654-22,[Red Scepter Shard],21138,item:21138::::::::60,Best Available,4,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,,,1,false,Quest,,,Nefarian
Raynn-Netherwind,9/27/20,23:03:06,1601265786-27,[Green Qiraji Resonating Crystal],21323,item:21323::::::::60,Mainspec /Need,0,DRUID,Temple of Ahn'Qiraj-40 Player,Princess Huhuran,9,531,40,,,2,false,Junk,,,Princess Huhuran
Raynn-Netherwind,10/11/20,22:42:43,1602474163-5,[Sartura's Might],21666,item:21666::::::::60,Best Available,8,DRUID,Temple of Ahn'Qiraj-40 Player,Battleguard Sartura,9,531,40,|cff0070dd|Hitem:18523::::::::60:::1::::|h[Brightly Glowing Stone]|h|r,,1,false,Miscellaneous,Held In Off-hand,,Battleguard Sartura
Raynn-Netherwind,11/15/20,23:39:24,1605505164-14,[Red Qiraji Resonating Crystal],21321,item:21321::::::::60,Best Available,0,DRUID,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,,,1,false,Junk,,,Twin Emperors
Raynn-Netherwind,11/16/20,01:08:47,1605510527-0,[Idol of Health],22399,item:22399::::::::60,Best Available,2,DRUID,Temple of Ahn'Qiraj-40 Player,Unknown,9,531,40,,,1,false,Idols,Relic,,Raynn-Netherwind
Raynn-Netherwind,11/22/20,22:21:02,1606105262-2,[Guise of the Devourer],21693,item:21693::::::::60,Minor Upgrade,3,DRUID,Temple of Ahn'Qiraj-40 Player,Silithid Royalty,9,531,40,|cffa335ee|Hitem:16900:2591:::::::60:::::::|h[Stormrage Cover]|h|r,,3,false,Leather,Head,off spec,Silithid Royalty
Raynn-Netherwind,11/29/20,23:25:52,1606713952-12,[Wasphide Gauntlets],21617,item:21617::::::::60,Mainspec /Need,2,DRUID,Temple of Ahn'Qiraj-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:16899:2617:::::::60:::::::|h[Stormrage Handguards]|h|r,,2,false,Leather,Hands,,Wiggly-Netherwind
Raynn-Netherwind,12/03/20,02:24:05,1606983845-14,[Head of Onyxia],18422,item:18422::::::::60,Mainspec /Need,2,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,2,false,Quest,,,Onyxia
Raynn-Netherwind,12/06/20,22:44:54,1607316294-4,[Desecrated Wristguards],22362,item:22362::::::::60,Best Available,4,DRUID,Naxxramas-40 Player,Grand Widow Faerlina,9,533,40,|cffa335ee|Hitem:21604:2566:::::::60:::::::|h[Bracelets of Royal Redemption]|h|r,,1,false,Junk,,if you guys want my 2 pc set bonus,Grand Widow Faerlina
Raynn-Netherwind,12/07/20,01:54:41,1607327681-6,[Desecrated Girdle],22363,item:22363::::::::60,Best Available,3,DRUID,Naxxramas-40 Player,Noth the Plaguebringer,9,533,40,|cffa335ee|Hitem:19162::::::::60:::::::|h[Corehound Belt]|h|r,,1,false,Junk,,this will make the 2 pc set bonus,Noth the Plaguebringer
Grandeoso-Netherwind,3/30/20,02:07:27,1585552047-7,[Dragon's Blood Cape],17107,item:17107::::::::60,Mainspec /Need,3,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11930::::::::60:::1::::|h[The Emperor's New Cape]|h|r,,2,false,Cloth,Back,,Ragnaros
Grandeoso-Netherwind,4/03/20,01:31:24,1585895484-2,[Cenarion Boots],16829,item:16829::::::::60,Offspec / PvP/Greed,7,DRUID,Molten Core-40 Player,Lucifron,9,409,40,|cffa335ee|Hitem:16982::::::::60:::::::|h[Corehound Boots]|h|r,,4,false,Leather,Feet,,Lucifron
Grandeoso-Netherwind,4/03/20,01:37:45,1585895865-5,[Medallion of Steadfast Might],17065,item:17065::::::::60,Mainspec /Need,5,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:13177::::::::60:::1::::|h[Talisman of Evasion]|h|r,,2,false,Miscellaneous,Neck,,Magmadar
Grandeoso-Netherwind,4/19/20,21:35:11,1587350111-2,[Stormrage Bracers],16904,item:16904::::::::60,Mainspec /Need,7,DRUID,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:16830::::::::60:::::::|h[Cenarion Bracers]|h|r,,2,false,Leather,Wrist,,Razorgore the Untamed
Grandeoso-Netherwind,4/24/20,05:26:25,1587723985-8,[Primal Hakkari Tabard],19722,item:19722::::::::60,Offspec / PvP/Greed,1,DRUID,,Bloodlord Mandokir,0,0,20,,,4,false,Quest,,,Bloodlord Mandokir
Grandeoso-Netherwind,4/24/20,06:53:27,1587729207-24,[Primal Hakkari Tabard],19722,item:19722::::::::60,Offspec / PvP/Greed,2,DRUID,,Jin'do the Hexxer,0,0,20,,,4,false,Quest,,,Jin'do the Hexxer
Grandeoso-Netherwind,4/24/20,06:53:30,1587729210-25,[Animist's Boots],19892,item:19892::::::::60,Minor Upgrade,2,DRUID,,Jin'do the Hexxer,0,0,20,|cffa335ee|Hitem:16829::::::::60:::::::|h[Cenarion Boots]|h|r,,3,false,Leather,Feet,,Jin'do the Hexxer
Grandeoso-Netherwind,4/26/20,23:04:39,1587960279-5,[Interlaced Shadow Jerkin],19439,item:19439::::::::60,Mainspec /Need,6,DRUID,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:22272::::::::60:::11::::|h[Forest's Embrace]|h|r,,2,false,Leather,Chest,replace mixologist ,Firemaw
Grandeoso-Netherwind,4/27/20,04:19:10,1587979150-2,[Head of Onyxia],18422,item:18422::::::::60,Best Available,6,DRUID,Onyxia's Lair-40 Player,Unknown,9,249,40,,,1,false,Quest,,,Grandeoso-Netherwind
Grandeoso-Netherwind,5/01/20,02:07:34,1588316854-5,[Cenarion Gloves],16831,item:16831::::::::60,Minor Upgrade,2,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:18309::::::::60:::1::::|h[Gloves of Restoration]|h|r,,3,false,Leather,Hands,,Shazzrah
Grandeoso-Netherwind,5/03/20,21:37:35,1588559855-5,[Rune of Metamorphosis],19340,item:19340::::::::60,Minor Upgrade,5,DRUID,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:18470::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:19930::::::::60:::::::|h[Mar'li's Eye]|h|r,3,false,Miscellaneous,Trinket,os,Vaelastrasz the Corrupt
Grandeoso-Netherwind,5/03/20,23:18:32,1588565912-15,[Herald of Woe],19357,item:19357::::::::60,Minor Upgrade,6,DRUID,Blackwing Lair-40 Player,Flamegor,9,469,40,|cffa335ee|Hitem:18803:2505:::::::60:::::::|h[Finkle's Lava Dredger]|h|r,,3,false,Two-Handed Maces,Two-Hand,,Flamegor
Grandeoso-Netherwind,5/08/20,02:45:56,1588923956-27,[Stormrage Legguards],16901,item:16901::::::::60,Minor Upgrade,5,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:18682::::::::60:::1::::|h[Ghoul Skin Leggings]|h|r,,3,false,Leather,Legs,,Ragnaros
Grandeoso-Netherwind,5/11/20,04:14:29,1589188469-17,[Stormrage Pauldrons],16902,item:16902::::::::60,Mainspec /Need,8,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:19928::::::::60:::::::|h[Animist's Spaulders]|h|r,,2,false,Leather,Shoulder,,Chromaggus
Grandeoso-Netherwind,5/11/20,07:37:36,1589200656-0,[Stormrage Chestguard],16897,item:16897::::::::60,Mainspec /Need,7,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:22272::::::::60:::11::::|h[Forest's Embrace]|h|r,,2,false,Leather,Chest,,Nefarian
Grandeoso-Netherwind,5/17/20,22:15:42,1589771742-8,[Stormrage Boots],16898,item:16898::::::::60,Mainspec /Need,9,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16982:911:::::::60:::::::|h[Corehound Boots]|h|r,,2,false,Leather,Feet,,Broodlord Lashlayer
Grandeoso-Netherwind,5/17/20,23:24:14,1589775854-21,[Taut Dragonhide Gloves],19390,item:19390::::::::60,Mainspec /Need,5,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:15063:904:::::::60:::::::|h[Devilsaur Gauntlets]|h|r,,2,false,Leather,Hands,a,Chromaggus
Grandeoso-Netherwind,6/01/20,02:13:32,1590995612-6,[Robe of Volatile Power],19145,item:19145::::::::60,Minor Upgrade,5,DRUID,Molten Core-40 Player,Unknown,9,409,40,|cffa335ee|Hitem:16897:1891:::::::60:::::::|h[Stormrage Chestguard]|h|r,,3,false,Cloth,Chest,,Grandeoso-Netherwind
Grandeoso-Netherwind,6/01/20,02:18:11,1590995891-13,[Seal of the Archmagus],17110,item:17110::::::::60,Offspec / PvP/Greed,5,DRUID,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:19863::::::::60:::::::|h[Primalist's Seal]|h|r,|cff0070dd|Hitem:19920::::::::60:::::::|h[Primalist's Band]|h|r,4,false,Miscellaneous,Finger,,Wiggly-Netherwind
Grandeoso-Netherwind,6/12/20,01:32:34,1591943554-3,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec /Need,0,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,2,false,Bag,Bag,,Onyxia
Grandeoso-Netherwind,6/29/20,01:42:30,1593412950-20,[Wild Growth Spaulders],18810,item:18810::::::::60,Best Available,7,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:16902:2604:::::::60:::::::|h[Stormrage Pauldrons]|h|r,,1,false,Leather,Shoulder,,Majordomo Executus
Grandeoso-Netherwind,7/12/20,23:04:29,1594613069-11,[Stormrage Handguards],16899,item:16899::::::::60,Best Available,6,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:19390::::::::60:::::::|h[Taut Dragonhide Gloves]|h|r,,1,false,Leather,Hands,,Wiggly-Netherwind
Grandeoso-Netherwind,7/13/20,00:55:15,1594619715-23,[Pure Elementium Band],19382,item:19382::::::::60,Best Available,5,DRUID,Molten Core-40 Player,Nefarian,9,409,40,|cff0070dd|Hitem:19863::::::::60:::::::|h[Primalist's Seal]|h|r,|cff0070dd|Hitem:18103::::::::60:::1::::|h[Band of Rumination]|h|r,1,false,Miscellaneous,Finger,,Wiggly-Netherwind
Grandeoso-Netherwind,7/13/20,03:11:38,1594627898-52,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Grandeoso-Netherwind,7/13/20,03:11:53,1594627913-54,[Eskhandar's Collar],18205,item:18205::::::::60,Offspec / PvP/Greed,3,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:19885::::::::60:::::::|h[Jin'do's Evil Eye]|h|r,,4,false,Miscellaneous,Neck,,Onyxia
Grandeoso-Netherwind,7/19/20,23:07:16,1595218036-18,[Angelista's Grasp],19388,item:19388::::::::60,Offspec / PvP/Greed,4,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19162::::::::60:::::::|h[Corehound Belt]|h|r,,4,false,Cloth,Waist,,Wiggly-Netherwind
Grandeoso-Netherwind,7/26/20,22:39:10,1595821150-17,[Empowered Leggings],19385,item:19385::::::::60,Best Available,5,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16901:2591:::::::60:::::::|h[Stormrage Legguards]|h|r,,1,false,Cloth,Legs,,Chromaggus
Grandeoso-Netherwind,7/29/20,02:20:17,1596007217-4,[Gloves of Rapid Evolution],19369,item:19369::::::::60,Offspec / PvP/Greed,2,DRUID,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:16899::::::::60:::::::|h[Stormrage Handguards]|h|r,,4,false,Cloth,Hands,,Wiggly-Netherwind
Grandeoso-Netherwind,8/14/20,04:41:37,1597398097-4,[Shard of the Scale],17064,item:17064::::::::60,Mainspec /Need,5,DRUID,Onyxia's Lair-40 Player,Unknown,9,249,40,|cffa335ee|Hitem:19955::::::::60:::::::|h[Wushoolay's Charm of Nature]|h|r,|cffa335ee|Hitem:19950::::::::60:::11::::|h[Zandalarian Hero Charm]|h|r,2,false,Miscellaneous,Trinket,,Grandeoso-Netherwind
Grandeoso-Netherwind,8/21/20,05:56:14,1598007374-3,[Shroud of Pure Thought],19430,item:19430::::::::60,Minor Upgrade,6,DRUID,Blackwing Lair-40 Player,Flamegor,9,469,40,|cffa335ee|Hitem:18510:1888:::::::60:::::::|h[Hide of the Wild]|h|r,,3,false,Cloth,Back,,Flamegor
Grandeoso-Netherwind,8/24/20,02:53:10,1598255590-0,[Blue Qiraji Resonating Crystal],21218,item:21218::::::::60,Best Available,0,DRUID,Temple of Ahn'Qiraj-40 Player,Unknown,9,531,40,,,1,false,Junk,,,Grandeoso-Netherwind
Grandeoso-Netherwind,9/27/20,23:42:52,1601268172-34,[Red Qiraji Resonating Crystal],21321,item:21321::::::::60,Best Available,0,DRUID,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,,,1,false,Junk,,,Twin Emperors
Grandeoso-Netherwind,10/18/20,22:21:48,1603077708-12,[Gloves of the Hidden Temple],21605,item:21605::::::::60,Offspec / PvP/Greed,5,DRUID,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:16899:2617:::::::60:::::::|h[Stormrage Handguards]|h|r,,4,false,Leather,Hands,,Twin Emperors
Grandeoso-Netherwind,10/25/20,22:05:26,1603681526-4,[Robes of the Guardian Saint],21663,item:21663::::::::60,Best Available,5,DRUID,Temple of Ahn'Qiraj-40 Player,Fankriss the Unyielding,9,531,40,|cffa335ee|Hitem:16897:1891:::::::60:::::::|h[Stormrage Chestguard]|h|r,,1,false,Cloth,Chest,,Fankriss the Unyielding
Grandeoso-Netherwind,10/25/20,22:18:36,1603682316-6,[Wasphide Gauntlets],21617,item:21617::::::::60,Mainspec /Need,7,DRUID,Temple of Ahn'Qiraj-40 Player,Princess Huhuran,9,531,40,|cffa335ee|Hitem:16899:2617:::::::60:::::::|h[Stormrage Handguards]|h|r,,2,false,Leather,Hands,,Princess Huhuran
Grandeoso-Netherwind,10/26/20,02:00:18,1603695618-24,[Imperial Qiraji Regalia],21237,item:21237::::::::60,Best Available,5,DRUID,Temple of Ahn'Qiraj-40 Player,Silithid Royalty,9,531,40,,,1,false,Junk,,,Silithid Royalty
Grandeoso-Netherwind,11/15/20,23:18:45,1605503925-9,[Vek'lor's Diadem],20930,item:20930::::::::60,Offspec / PvP/Greed,4,DRUID,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,|cff0070dd|Hitem:19682:928:::::::60:::::::|h[Bloodvine Vest]|h|r,,4,false,Quest,,,Twin Emperors
Grandeoso-Netherwind,11/16/20,00:43:42,1605509022-23,[Guise of the Devourer],21693,item:21693::::::::60,Offspec / PvP/Greed,3,DRUID,Temple of Ahn'Qiraj-40 Player,Silithid Royalty,9,531,40,|cff0070dd|Hitem:19886::::::::60:::::::|h[The Hexxer's Cover]|h|r,,4,false,Leather,Head,,Silithid Royalty
Grandeoso-Netherwind,11/22/20,22:21:11,1606105271-3,[Gloves of Ebru],21689,item:21689::::::::60,Mainspec /Need,3,DRUID,Temple of Ahn'Qiraj-40 Player,Silithid Royalty,9,531,40,|cff0070dd|Hitem:21469::::::::60:::::::|h[Gauntlets of Southwind]|h|r,,2,false,Leather,Hands,,Silithid Royalty
Grandeoso-Netherwind,11/22/20,23:13:35,1606108415-11,[Boots of Epiphany],21600,item:21600::::::::60,Mainspec /Need,5,DRUID,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,|cff0070dd|Hitem:19684:911:::::::60:::::::|h[Bloodvine Boots]|h|r,,2,false,Cloth,Feet,,Twin Emperors
Grandeoso-Netherwind,11/23/20,00:36:35,1606113395-26,[Idol of Health],22399,item:22399::::::::60,Mainspec /Need,6,DRUID,Temple of Ahn'Qiraj-40 Player,Viscidus,9,531,40,,,2,false,Idols,Relic,,Viscidus
Grandeoso-Netherwind,11/25/20,01:46:01,1606290361-5,[Pendant of the Fallen Dragon],19371,item:19371::::::::60,Offspec / PvP/Greed,2,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:12103::::::::60:::1::::|h[Star of Mystaria]|h|r,,4,false,Miscellaneous,Neck,,Wiggly-Netherwind
Grandeoso-Netherwind,11/25/20,01:46:18,1606290378-8,[Mantle of the Blackwing Cabal],19370,item:19370::::::::60,Mainspec /Need,3,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:20686:2605:::::2160:1040983424:60:::::::|h[Abyssal Cloth Amice of Restoration]|h|r,,2,false,Cloth,Shoulder,cant wear until more hit,Wiggly-Netherwind
Grandeoso-Netherwind,11/25/20,02:40:25,1606293625-16,[Cloak of the Brood Lord],19378,item:19378::::::::60,Mainspec /Need,4,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:15138::::::::60:::::::|h[Onyxia Scale Cloak]|h|r,,2,false,Cloth,Back,,Nefarian
Grandeoso-Netherwind,11/25/20,02:41:12,1606293672-22,[Ring of Blackrock],19397,item:19397::::::::60,Minor Upgrade,6,DRUID,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:19905::::::::60:::::::|h[Zanzil's Band]|h|r,|cffa335ee|Hitem:22721::::::::60:::::::|h[Band of Servitude]|h|r,3,false,Miscellaneous,Finger,,Wiggly-Netherwind
Grandeoso-Netherwind,12/08/20,05:42:57,1607427777-23,[Taut Dragonhide Belt],19396,item:19396::::::::60,Offspec / PvP/Greed,2,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:19388::::::::60:::::::|h[Angelista's Grasp]|h|r,,4,false,Leather,Waist,,Nevets-Netherwind
Grandeoso-Netherwind,12/13/20,21:34:24,1607916864-0,[Gem of Nerubis],22937,item:22937::::::::60,Offspec / PvP/Greed,3,DRUID,Naxxramas-40 Player,Unknown,9,533,40,|cffa335ee|Hitem:21275:2505:::::::60:::11::::|h[Blessed Qiraji Augur Staff]|h|r,,4,false,Miscellaneous,Held In Off-hand,,Grandeoso-Netherwind
Grandeoso-Netherwind,12/21/20,03:17:35,1608542255-8,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Grandeoso-Netherwind,12/28/20,00:26:44,1609136804-0,[Idol of Longevity],23004,item:23004::::::::60,Mainspec /Need,5,DRUID,Naxxramas-40 Player,Instructor Razuvious,9,533,40,,,2,false,Idols,Relic,,Instructor Razuvious
Cyclade-Netherwind,7/29/20,02:20:09,1596007209-2,[Stormrage Bracers],16904,item:16904::::::::60,Offspec / PvP/Greed,6,DRUID,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:19587:1886:::::::60:::14::::|h[Forest Stalker's Bracers]|h|r,,4,false,Leather,Wrist,,Wiggly-Netherwind
Yahmosa-Netherwind,4/03/20,04:56:57,1585907817-4,[Head of Onyxia],18422,item:18422::::::::60,Best Available,3,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Yahmosa-Netherwind,4/19/20,23:55:01,1587358501-3,[Rune of Metamorphosis],19340,item:19340::::::::60,Mainspec /Need,6,DRUID,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:18370::::::::60:::1::::|h[Vigilance Charm]|h|r,|cff0070dd|Hitem:13966::::::::60:::11::::|h[Mark of Tyranny]|h|r,2,false,Miscellaneous,Trinket,,Vaelastrasz the Corrupt
Yahmosa-Netherwind,4/24/20,01:38:01,1587710281-4,[Medallion of Steadfast Might],17065,item:17065::::::::60,Offspec / PvP/Greed,4,DRUID,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,4,false,Miscellaneous,Neck,,Magmadar
Yahmosa-Netherwind,4/24/20,03:15:35,1587716135-11,[Finkle's Lava Dredger],18803,item:18803::::::::60,Mainspec /Need,6,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:18531:34:::::::60:::1::::|h[Unyielding Maul]|h|r,,2,false,Two-Handed Maces,Two-Hand,PVP OFFSPEC,Majordomo Executus
Yahmosa-Netherwind,5/04/20,00:23:12,1588569792-2,[Elementium Threaded Cloak],19386,item:19386::::::::60,Mainspec /Need,7,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:13340:849:::::::60:::1::::|h[Cape of the Black Baron]|h|r,,2,false,Cloth,Back,,Chromaggus
Yahmosa-Netherwind,5/08/20,03:14:58,1588925698-30,[Stormrage Cover],16900,item:16900::::::::60,Offspec / PvP/Greed,3,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:8345::::::::60:::::::|h[Wolfshead Helm]|h|r,,4,false,Leather,Head,,Onyxia
Yahmosa-Netherwind,5/11/20,03:02:07,1589184127-12,[Drake Fang Talisman],19406,item:19406::::::::60,Best Available,7,DRUID,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:11815::::::::60:::1::::|h[Hand of Justice]|h|r,|cffa335ee|Hitem:19340::::::::60:::::::|h[Rune of Metamorphosis]|h|r,1,false,Miscellaneous,Trinket,,Ebonroc
Yahmosa-Netherwind,5/11/20,04:14:22,1589188462-16,[Taut Dragonhide Shoulderpads],19389,item:19389::::::::60,Mainspec /Need,7,DRUID,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:12927::::::::60:::1::::|h[Truestrike Shoulders]|h|r,,2,false,Leather,Shoulder,good for tanking,Chromaggus
Yahmosa-Netherwind,5/31/20,21:36:08,1590978968-0,[Stormrage Bracers],16904,item:16904::::::::60,Offspec / PvP/Greed,5,DRUID,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff0070dd|Hitem:19687:1886:::::::60:::::::|h[Primal Batskin Bracers]|h|r,,4,false,Leather,Wrist,,Razorgore the Untamed
Yahmosa-Netherwind,6/01/20,00:29:41,1590989381-1,[Prestor's Talisman of Connivery],19377,item:19377::::::::60,Best Available,7,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:17065::::::::60:::::::|h[Medallion of Steadfast Might]|h|r,,1,false,Miscellaneous,Neck,,Nefarian
Yahmosa-Netherwind,6/01/20,02:18:38,1590995918-14,[Cenarion Spaulders],16836,item:16836::::::::60,Offspec / PvP/Greed,6,DRUID,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:12927::::::::60:::1::::|h[Truestrike Shoulders]|h|r,,4,false,Leather,Shoulder,,Wiggly-Netherwind
Yahmosa-Netherwind,6/28/20,23:07:20,1593403640-17,[Taut Dragonhide Belt],19396,item:19396::::::::60,Offspec / PvP/Greed,8,DRUID,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:20216::::::::60:::11::::|h[Belt of Preserved Heads]|h|r,,4,false,Leather,Waist,,Flamegor
Yahmosa-Netherwind,6/29/20,01:15:31,1593411331-15,[Cenarion Spaulders],16836,item:16836::::::::60,Offspec / PvP/Greed,7,DRUID,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:12927::::::::60:::1::::|h[Truestrike Shoulders]|h|r,,4,false,Leather,Shoulder,,Wiggly-Netherwind
Yahmosa-Netherwind,6/29/20,01:43:36,1593413016-22,[Finkle's Lava Dredger],18803,item:18803::::::::60,Offspec / PvP/Greed,3,DRUID,Molten Core-40 Player,Majordomo Executus,9,409,40,,,4,false,Two-Handed Maces,Two-Hand,,Majordomo Executus
Yahmosa-Netherwind,7/19/20,23:06:37,1595217997-14,[Malfurion's Blessed Bulwark],19405,item:19405::::::::60,Best Available,7,DRUID,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:14637:928:::::::60:::1::::|h[Cadaverous Armor]|h|r,,1,false,Leather,Chest,,Wiggly-Netherwind
Yahmosa-Netherwind,7/26/20,21:51:53,1595818313-3,[Stormrage Bracers],16904,item:16904::::::::60,Offspec / PvP/Greed,6,DRUID,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:19146:1885:::::::60:::::::|h[Wristguards of Stability]|h|r,,4,false,Leather,Wrist,,Wiggly-Netherwind
